EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
311468482,LOUISIANA OSTEOPATHIC MEDICAL ASSOCIATION,% ED WILLIAMS,PO BOX 110,BIENVILLE,LA,71008-0110,0000,06,3,1000,199608,2,00,205000000,1,01,201907,0,0,02,0,07,0,0,0,,
311470883,LOUISIANA ORNITHOLOGICAL SOCIETY INC,% JUDITH ONEALE,504 WHITEBARK DR,LAFAYETTE,LA,70508-6362,0000,07,3,1000,197407,2,00,281000000,1,01,201912,0,0,02,0,12,0,0,0,,
311474750,INDUSTRIAL DEVELOPMENT BOARD OF THE PARISH OF CALDWELL INC,,PO BOX 1261,COLUMBIA,LA,71418-1261,0000,06,3,1000,199609,2,00,403000000,1,01,201812,6,4,01,0,12,1020562,237871,237871,,
311476555,JAMES P RAYMOND CHARITABLE FOUNDATION,% LEON H RITTENBERG JR,935 GRAVIER ST,NEW ORLEANS,LA,70112-1608,0000,03,3,1000,199611,1,04,602000000,1,01,201812,8,7,00,1,12,13198175,9078309,,T22Z,
311478141,RISING SUN MISSIONARY BAPTIST ASSOCIATION,% WALSDORF H JENNEFORD ST,1735 DELERY ST,NEW ORLEANS,LA,70117-1248,0000,03,3,7000,200411,1,10,998000000,1,01,,0,0,06,0,12,,,,X20,
311480074,N B C-U S A HOUSING INC THIRTY,,1214 S ROBERTSON ST,NEW ORLEANS,LA,70113-3420,0000,03,3,1000,199611,1,15,994382000,1,01,201812,6,4,01,0,12,1138501,235361,235361,L20Z,SG NOBLE GARDEN OF HOPE
311481212,NORTH OF THE LAKE PARENTS CLUB INC,,PO BOX 5627,SLIDELL,LA,70469-5627,0000,03,3,1000,199701,1,16,035000000,1,01,201906,4,3,01,0,06,372453,71267,54613,B94I,
311485051,LOUISIANA ENGINEERING SOCIETY EDUCATION FUND INC,,9643 BROOKLINE AVENUE,BATON ROUGE,LA,70809-1488,0000,03,3,1000,199612,1,15,994914000,1,01,202006,0,0,02,0,06,0,0,0,B80,
311486145,OPELOUSAS MAIN STREET PROGRAM INC,,828 E LANDRY ST,OPELOUSAS,LA,70570-7385,0000,03,2,1000,201406,1,15,994429379,1,01,202003,0,0,02,0,03,0,0,0,S99,
311488789,OUACHITA COMMUNITY ENHANCEMENT ZONE,% BRADLEY N CAMMACK,PO BOX 4268,MONROE,LA,71211-4268,0000,03,3,1200,199706,1,15,994405000,1,01,201812,0,0,02,0,12,0,0,0,S43,
311494451,SECOND CHANCE FOUNDATION,,517 NORTH NEW HAMPSHIRE,COVINGTON,LA,70433-2848,0000,03,3,1000,199701,1,04,602000000,1,01,201912,1,4,00,1,12,2013,146700,,B82,
311506045,CONFRERIE DABBEVILLE DE LOMELETTE GEANTE LTD,% PREMIER GRAND MAITRE EMERY TOUPS,PO BOX 1272,ABBEVILLE,LA,70511-1272,0000,04,3,1000,199709,2,00,559000000,1,01,201912,0,0,02,0,12,0,0,0,,
311510255,ALTERNATIVES LIVING INC,,4219 MAGNOLIA ST,NEW ORLEANS,LA,70115-6207,0000,03,3,1000,199707,1,15,994560000,1,01,201406,6,6,00,0,06,1020348,1860817,1847960,P85,
311515270,ACORN ADOPTION INC,% PATRICK DARES,1 SANCTUARY BLVD STE 301,MANDEVILLE,LA,70471-3309,0000,03,3,1000,201601,1,16,569000000,1,01,201912,4,4,01,0,12,110127,215343,215343,P31,
311517717,KIDS SPORTS INC,% LAURA BAIAMONTE,15325 N TIGER LOOP,PONCHATOULA,LA,70454-9608,0000,03,3,1000,199707,1,16,995301000,1,01,201912,0,0,02,0,12,0,0,0,N60,
311521577,IFY ARIMAH GLOBAL HARVEST MISSION,% IFY ARIMAH,208 ARCHANGEL DR,LAFAYETTE,LA,70508-5398,0000,03,3,7000,199710,1,10,001006000,1,01,,0,0,06,0,12,,,,X21Z,
311524788,MUSIC AT ST JOHNS,% ANA KEARNS,PO BOX 733,THIBODAUX,LA,70302-0733,0000,03,3,1200,199708,1,16,995559000,1,01,201905,0,0,02,0,05,0,0,0,A6B,
311527889,AGRED FOUNDATION,% SHARON TRULOCK ESQ,6318 UNION AVE,SHREVEPORT,LA,71106-2827,0000,03,3,1000,199709,1,15,994602000,1,01,201812,6,3,01,0,12,1794431,57887,57887,T30,
311528656,PRINCESS THEATRE INC,%,PO BOX 446,WINNSBORO,LA,71295-0446,0000,03,3,2000,199709,1,16,088000000,1,01,201812,4,4,01,0,12,144372,248030,248030,A610,
311533298,MT SINAI HOUSING DEVELOPMENT CORPORATION II,% C JAY MATTHEWS,1214 S ROBERTSON ST,NEW ORLEANS,LA,70113-3420,0000,03,3,1000,199706,1,16,995382000,1,01,201812,6,4,01,0,12,3825345,451509,451509,L22Z,
311537157,HOLLY FREDERICK REYNOLDS SUPPORT FOUNDATION FOR ANIMAL WELFARE,% HOLLY F REYNOLDS,4604 PERKINS RD APT B8,BATON ROUGE,LA,70808-3053,0000,03,3,1000,199709,1,17,913000000,1,01,201812,5,5,01,0,12,987902,501057,158261,D120,
311542975,NEW HOPE COMMUNITY DEVELOPMENT ORGANIZATION,% NEW HOPE BAPTIST CHURCH,1807 REV JOHN RAPHAEL JR WAY,NEW ORLEANS,LA,70113-2425,0000,03,3,1000,201503,1,15,994400000,1,01,201712,1,2,02,0,12,9279,24165,24165,P20,
311546449,FRIENDS OF THE SLIDELL LIBRARY INC,% CAROL T STEPHENS TREASURER,555 ROBERT BLVD,SLIDELL,LA,70458-1645,0000,03,3,2000,199708,1,16,927602000,1,01,201812,0,0,02,0,12,0,0,0,B71I,
311563638,HUMANITAS INC,% WARREN SWENSON & ASSOCATES LLC,4128 FRANKLIN AVE,NEW ORLEANS,LA,70122-6008,0000,03,3,2000,199712,1,15,994380000,1,01,201812,6,4,01,0,12,1608569,300290,21966,S31,
311568138,HOUMA TERREBONNE SOCCER ASSOCIATION,,PO BOX 625,HOUMA,LA,70361-0625,0000,03,3,1000,199807,1,16,995288000,1,01,201906,4,4,01,0,06,333489,300563,281700,N64,
311571894,JESUS OUTREACH HEALING MINISTRIES INC,% EUGENE MARTIN SR,2418 NORTHVIEW DR,ALEXANDRIA,LA,71301-5518,0000,03,3,7000,199801,1,10,007000000,1,01,,0,0,06,0,12,,,,X20Z,
311572048,GREATER ST FRANCISVILLE CHAMBER OF COMMERCE SCHOLARSHIP TRUST,% LINDA OSTERBERGER,PO BOX 545,ST FRANCISVLE,LA,70775-0545,0000,03,3,2000,199712,1,15,040000000,2,01,201812,0,0,02,0,12,0,0,0,B82Z,
311574723,LAFOURCHE EDUCATION FOUNDATION INC,% DR JUDY THERIOT,PO BOX 529,THIBODAUX,LA,70302-0529,0000,03,3,1000,199712,1,15,994092000,1,25,201906,3,3,01,0,06,77696,72272,72272,B94Z,
311575274,CULTURAL CROSSROADS INC,% JOYCE MARIE JACKSON,1324 BROOKHOLLOW DR,BATON ROUGE,LA,70810-3526,0000,03,3,2300,201701,1,15,994090000,1,01,201912,0,0,02,0,12,0,0,0,A20,
311577529,COLUMBIA MAIN STREET MEMORY LANE INC,% BETH HEFNER,106 MAIN STREET,COLUMBIA,LA,71418-0000,0000,03,3,1000,199802,1,16,994402429,1,01,201912,0,0,02,0,12,0,0,0,I20,
311577562,TROOP B CHILDRENS GRANT A WISH FOUNDATION INC,% JOHN STELLY,2101 I 10 SERVICE RD,KENNER,LA,70065-4561,0000,03,3,1000,199805,1,16,994561000,1,01,201912,0,0,02,0,12,0,0,0,T30,
311579657,KREWE OF BILGE INC,% RODNEY NUNEZ,807 AMBER CT,SLIDELL,LA,70461-3807,0000,07,3,1000,199806,2,00,319000000,1,01,201903,4,4,01,0,03,101177,102420,102420,,
311580765,FAMILY DEVELOPMENT ENTERPRISES INC,% LULA B WILLIAMS,PO BOX 7174,MONROE,LA,71211-7174,0000,03,3,1000,201603,1,15,994349000,1,01,201912,0,0,02,0,12,0,0,0,O99,
311581397,INTERNATIONAL QUANTUM STRUCTURES ASSOCIATION INCORPORATED,% RICHARD J GREECHIE,1307 BIENVILLE AVE,RUSTON,LA,71270-5203,0000,03,3,2000,199803,1,15,995199000,1,01,201912,0,0,02,0,12,0,0,0,U30,
311587346,FAITH IN THE LIVING WORD OF GOD MINISTRIES INC,% LARRY CLARK,PO BOX 8366,SHREVEPORT,LA,71148-8366,0000,03,3,7000,199805,1,10,001000000,1,01,,0,0,06,0,12,,,,X99Z,
311595534,N B C-U S A INCORPORATED,% TAYLOR JONES JR,1214 S ROBERTSON ST,NEW ORLEANS,LA,70113-3420,0000,03,3,1000,199901,1,15,000000000,1,01,201812,6,4,01,0,12,1116051,184320,184320,L22,
311596531,GREATER GALILEE MISSIONARY BAPTIST CHURCH,% MONICA ROUTE,2013 SAINT ANN ST,NEW ORLEANS,LA,70116-2847,0000,03,3,7000,199805,1,10,001000000,1,01,,0,0,06,0,12,,,,X20Z,
311600569,HUNTER WHEALDON FOUNDATION,,103 HERMITAGE PL,MANDEVILLE,LA,70471-1770,0000,03,3,1000,199807,1,04,602000000,1,01,201812,4,3,00,1,12,235923,55574,,T22Z,
311602863,LORIO DAUTERIVE TRUST,,64466 JOSEPHINE ST,PEARL RIVER,LA,70452-3633,0000,03,3,1000,199901,1,17,998000000,1,01,201812,4,3,02,0,12,352343,29060,22591,T20,
311607014,PARTNERS IN PEACE INC,,6811 JEFFERSON HWY,BATON ROUGE,LA,70806-8108,0000,03,3,1000,199808,1,15,994510000,1,01,201906,0,0,02,0,06,0,0,0,I20,
311607570,PARENTS BACKING STUDENTS,% TRACIE WHARTON,18131 ROLLING WOOD DR,BATON ROUGE,LA,70817-4373,0000,03,3,1000,199812,1,16,995349000,1,01,202006,0,0,02,0,06,0,0,0,B99,
311611161,ROCK OF AGES BAPTIST CHURCH OF MARRERO,% REV GILBERT BARNES,6533 ACRE RD,MARRERO,LA,70072-3301,0000,03,3,7000,199811,1,10,001005007,1,01,,0,0,06,0,12,,,,X21Z,
311612278,NBC-USA HOUSING INC TWENTY-EIGHT,% DR CHARLES W NOBLE,1214 S ROBERTSON ST,NEW ORLEANS,LA,70113-3420,0000,03,3,1000,199901,1,15,000000000,1,01,201812,6,4,01,0,12,1946242,278707,278707,L21,
311612770,FRIENDS OF PELICAN PARK INC,% RICHARD WILSON,63350 PELICAN DR,MANDEVILLE,LA,70448-7326,0000,03,3,1000,199811,1,15,994297000,1,01,201912,0,0,02,0,12,0,0,0,P80Z,
311615322,LOUISIANA PHILHARMONIC ORCHESTRA ENDOWMENT TRUST,% DAVID J CONROY,919 ST CHARLES AVENUE,NEW ORLEANS,LA,70130-3903,0000,03,3,1200,199810,1,17,600000000,2,01,201812,5,4,01,0,12,908865,305488,45630,T30Z,
311616836,JACK SUTTON MINISTRIES INC,% JACOBS WELL,1024 JAPONICA LN,SHREVEPORT,LA,71118-3513,0000,03,3,7000,199812,1,10,001000000,1,01,,0,0,06,0,12,,,,X21Z,
311621617,THE SHINING STAR CHURCH OF GOD,% PASTOR MARIE HENRY,38287 HOLLY ST,GONZALES,LA,70737-5955,0000,03,3,7000,199908,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
311625647,CADDO-BOSSIER WINDOWS USER GROUP,% BERNARD CONRADI,1808 PLUTO DR,BOSSIER CITY,LA,71112-4433,0000,06,3,3000,199903,2,00,000000000,5,01,201812,1,1,02,0,12,1,90,90,Y039,
311626413,HUMANE SOCIETY OF WEST LOUISIANA,,18462 HWY 171,ROSEPINE,LA,70659-0000,0000,03,3,4000,200309,1,16,000000000,1,01,201812,4,4,01,0,12,139741,122962,122962,D20,
311627254,NBC BETHEL USA HOUSING INC THIRTY- TWO BETHEL TOWERS,,1214 S ROBERTSON ST,NEW ORLEANS,LA,70113-3420,0000,03,3,1000,199902,1,15,000000000,1,01,201812,6,4,01,0,12,2421948,366687,366687,L22,
311629245,CARE-A-LOT,% VIOLA COOPER,800 N ARKANSAS ST,SPRINGHILL,LA,71075-2204,0000,03,3,2000,199905,0,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,,CARE-A-LOT DAY CARE
311632034,VILLE PLATTE DIXIE YOUTH INC,,PO BOX 93,VILLE PLATTE,LA,70586-0093,0000,03,3,1000,201405,1,15,000000000,1,01,201912,3,3,01,0,12,55778,74615,74615,N63,
311634262,NEW ORLEANS ELECTRICAL DRUG TESTING PLAN,,3200 RIDGELAKE DR STE 302,METAIRIE,LA,70002-4960,0000,09,3,1000,199903,2,00,000000000,2,01,201812,4,3,01,0,12,165778,61334,61334,T90,
311635370,LION OF JUDAH INTERNATIONAL MINISTRIES,% REV RHONDA L EVANS,2844 ST ANTHONY STREET,NEW ORLEANS,LA,70119-0000,0000,03,3,7000,199905,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
311642623,ROBERTS FAMILY CEMETERY CORPORATION,% CHARLES GAIENNIE,516 FISH HATCHERY RD,FOREST HILL,LA,71430-9620,0000,13,3,1000,199904,1,00,000000000,1,01,201912,0,0,02,0,12,0,0,0,Y50,ROBERTS CEMETERY
311642772,IBERVILLE MUSEUM ASSOCIATION INC,% KRISTIN KIRBY BUCHER,PO BOX 701,PLAQUEMINE,LA,70765-0701,0000,03,3,1000,199904,1,15,000000000,1,01,201612,4,3,01,0,12,133542,80495,71571,A54,
311646890,GREATER OUTREACH MINISTRIES WORSHIP CENTER,,411 E MAPLE AVE,EUNICE,LA,70535-5533,0000,03,3,7000,200408,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
311647485,HELPING OUR PEOPLE EXCEL INC,% ALLEN TANZY,412 FORREST AVE,BASTROP,LA,71220-2802,0000,03,3,1000,199911,1,15,000000000,1,01,,3,3,00,0,12,,,,P33,PEBBLES DAY CARE
311649971,SPIRIT WIND MINISTRIES,,5280 BENTON RD,BOSSIER CITY,LA,71111-6206,0000,03,3,7000,199907,1,10,000000000,1,01,,6,5,06,0,12,,,,X99,
311662741,NEW WINE MINISTRIES FELLOWSHIP,% DANIEL & CYNTHIA FRANCIS JR,205 VALLEY VIEW DR,LAFAYETTE,LA,70501-6523,0000,03,3,7000,200508,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
311671121,RAPIDES COMMUNITY HOUSING INC,,PO BOX 4086,MONROE,LA,71211-4086,0000,03,3,1000,200001,1,16,000000000,1,01,201912,4,2,02,0,12,139794,15858,15858,L21,
311684452,SILVER SLAMMERS,% MARIA STEPHENSON,45 KINGS CANYON DR,NEW ORLEANS,LA,70131-8611,0000,03,3,1000,201403,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,N62,
311698320,CHURCH OF CHRIST RUSSELL ROAD,% JOHN H DANSBY,1852 RUSSELL RD,SHREVEPORT,LA,71107-6331,0000,03,3,7000,200003,1,10,000000000,1,01,,0,0,06,0,12,,,,,
311705390,VAN DER LINDEN FAMILY FOUNDATION,% BERNARD VAN DER LINDEN,320 RUE ST ANN,METAIRIE,LA,70005-0000,0000,03,3,1000,200005,1,04,000000000,1,01,201812,5,4,00,1,12,708037,398953,,T22,
311708308,LEE J AND ANNE MONLEZUN FAMILY FOUNDATION,% DR LEE J MONLEZUN JR,801 W BAYOU PINES DR,LAKE CHARLES,LA,70601-7076,0000,03,3,1000,200006,1,04,000000000,1,01,201812,1,1,00,1,12,7030,1672,,T20,
311710123,A&O 21ST CENTURY CLUB INC,% EVERETTE WYCOFF,PO BOX 728,RAYNE,LA,70578-0728,0000,03,3,1000,201410,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,P20,
311710336,SOCIETY OF ST VINCENT DEPAUL PAULINA-LUTCHER-GRAMERCY CHAPTER,,PO BOX 504,LUTCHER,LA,70071-0504,0000,03,3,1000,200006,1,16,000000000,1,01,201909,4,4,01,0,09,167721,126634,126634,P20,
311718185,RITCHIE COMMUNITY GRAVEYARD ASSOCIATION,% ACHSAH GAIL BERRYMAN,1815 CHENIN BLANC DR,LAKE CHARLES,LA,70611-3956,0000,13,3,1000,200010,1,00,000000000,1,01,202004,4,3,02,0,04,405681,38901,38901,Y50,
311718235,CHEVRA THILIM CEMETARY CORPORATION,% SANDY LASSEN,2716 WHITNEY PL APT 523,METAIRIE,LA,70002-6238,0000,13,3,2000,200009,1,00,000000000,1,01,201906,0,0,02,0,06,0,0,0,Y50,CHEVRA THILIM CEMETARY FUND
311718825,KIWANIS CLUB OF THIRD DISTRICT FOUNDATION INC,% CLIFFORD J GIFFIN JR,325 RIVERWOOD DR,SAINT ROSE,LA,70087-3767,0000,03,3,1000,200008,1,04,000000000,1,01,201812,4,1,00,1,12,129558,3416,,P20,
311721991,PINE PRAIRIE AREA VOLUNTEER FIRE DEPARTMENT INC,% VICTOR R SLAVEN,1866 FORESTRY DRIVE,VILLE PLATTE,LA,70586-0000,0000,03,3,1000,201202,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,M24,
311725479,SOLID ROCK CHRISTIAN FELLOWSHIP,% CLARENCE E VINNETT,PO BOX 1753,KENNER,LA,70063-1753,0000,03,3,1000,200106,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
311730751,LOUISA STREET CHURCH OF CHRIST LLC,,3644 LOUISA ST,NEW ORLEANS,LA,70126-5532,0000,03,3,7000,200103,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
311737839,DARBONNE KENNEL CLUB INC,% W C GNEMI,PO BOX 752,ARCADIA,LA,71001-0752,0000,04,3,1000,200103,2,00,000000000,1,01,201812,0,0,02,0,12,0,0,0,D60,
311738923,FAMILY LIFE COMMUNITY DEVELOPMENT CORPORATION,% VERNON BRITE,8811 WALKER RD,SHREVEPORT,LA,71108-5407,0000,03,3,1000,201405,1,15,000000000,1,01,201906,0,0,02,0,06,0,0,0,S20,
311740153,PARTNERS FOR PROGRESS INC,,4731 NORTH BLVD,BATON ROUGE,LA,70806-4017,0000,03,3,1000,200011,1,15,000000000,1,01,201809,6,4,01,0,09,2131968,374839,327589,L20,
311741560,AJDC PHARR FOUNDATION INC,% DONALD BAPTISTE SR,PO BOX 1036,GRAY,LA,70359-1036,0000,03,3,1000,200101,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,L20,
311742222,THE PERFECT FIT,% SHAWN M TRAHAN,139 MANCHESTER DR,HOUMA,LA,70360-7997,0000,03,3,1200,200101,0,15,000000000,5,01,202006,0,0,02,0,06,0,0,0,J20,
311745614,TULANE ALUMNI ASSOCIATION,% JAMES STOFAN,6319 WILLOW ST,NEW ORLEANS,LA,70118-6347,0000,03,3,2000,201608,1,16,000000000,1,01,201812,0,0,02,0,12,0,0,0,B84,
311746302,METAIRIE ART GUILD,% ROSEMARY MCCANN,3912 NAPOLI DR,METAIRIE,LA,70002-4444,0000,03,3,2000,201004,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,A20,
311747996,SPIRIT AND TRUTH CHURCH INCORPORATED,% ALONZO FRANK,248 MYIA RD,BREAUX BRIDGE,LA,70517-6476,0000,03,3,7000,200103,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
311748909,LOUISIANA MORTGAGE LENDERS ASSOCIATION,% H BLAND OCONNOR JR,7350 JEFFERSON HWY STE 485 # 177,BATON ROUGE,LA,70806-8278,0000,06,3,2000,200102,2,00,000000000,1,01,201912,3,3,01,0,12,87371,58897,58897,S41,
311751952,ACADIANA PROFESSIONAL PHOTOGRAPHERS GUILD INC,% MICHELLE E FUSELIER,6703 ENIS RD,MAURICE,LA,70555-4050,0000,06,3,2000,201206,2,00,000000000,1,01,201912,0,0,02,0,12,0,0,0,S41,
311753184,LOUISIANA BICYCLE RACING ASSOCIATION,% REGGIE BRESETTE,4408 YALE STREET,METAIRIE,LA,70006-4325,0000,03,3,2000,200102,1,04,000000000,5,01,201812,2,1,00,3,12,14483,5662,,N60,
311758686,DONT BE CRUEL SANCTUARY INC,% TERESA ROWELL,30495 PEA RIDGE RD,ALBANY,LA,70711-3002,0000,03,3,4000,200105,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,D20,
311761347,CHURCH IN THE CITY MINISTRIES INC,% KERRY BELLARD,615 LAGNEAUX RD,DUSON,LA,70529-4308,0000,03,3,7000,200106,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
311762359,SLIDELL TENNIS ASSOCIATION,% JAYARAM VEERAMONY,205 RUE JONATHAN,SLIDELL,LA,70461-5440,0000,04,3,3000,200202,2,00,000000000,1,01,201912,0,0,02,0,12,0,0,0,N66,
311763043,CULU CHILDRENS TRADITIONAL AFRICAN DANCE COMPANY,% CULU,5300 PRESS DR,NEW ORLEANS,LA,70126-2356,0000,03,3,2000,200112,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,A62,
311764884,GRACELAND CEMETERY ASSOCIATION INC,% GRACELAND CEMETERY ASSOC INC,PO BOX 1813,ABBEVILLE,LA,70511-1813,0000,13,3,1000,200104,1,00,000000000,1,01,201812,6,4,01,0,12,1163469,373119,96701,Y50,
311772567,ISRAELITE COMMUNITY DEVELOPMENT CORPORATION,,428 N AVENUE C,CROWLEY,LA,70526-4954,0000,03,3,2000,201211,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,E32,
311774109,JEREMIAH SEMIEN NON-PROFITABLE ORGANIZATION,% CALEB SEMIEN,1960 W LAUREL AVE,EUNICE,LA,70535-2933,0000,03,3,2000,200110,1,15,000000000,5,01,201612,0,0,01,0,12,0,0,0,O31,
311775790,HOME OF THE EAGLE SHELTER INC,% DEOLA SKIDMORE,324 LEE DR,THIBODAUX,LA,70301-6419,0000,03,3,1000,200106,1,04,000000000,1,01,201712,1,1,00,1,12,1,1,,P80,
311783622,HECARETH MEDICAL CLINIC INC,,4418 RUE SPLENDEUR,BAKER,LA,70714-3838,0000,03,3,1000,200202,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,E32,
311789369,MERRYDALE CIVIC ASSOCIATION,% DORIS HAWKINS,7622 PERCY AVE,BATON ROUGE,LA,70812-3253,0000,03,3,1200,201808,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,S22,
311792081,CUB HOUSE KIDS INC,% DORIS JOHNSON,10115 HIGHWAY 28 E,PINEVILLE,LA,71360-0746,0000,03,3,1000,200108,1,16,000000000,1,01,200712,2,4,00,0,12,58145,137262,137262,B80,
311792536,BODY OF CHRIST TEMPLE,% PASTOR JOHNNY M WILLIAMS SR,9734 HAYNE BLVD,NEW ORLEANS,LA,70127-1202,0000,03,3,7000,200112,1,10,000000000,1,01,,3,3,06,0,12,,,,X21,
311793089,J NISSI,% EVELYN MCFARLAND,6330 LOWER ZACHARY RD,ZACHARY,LA,70791-5801,0000,03,3,1000,200204,1,04,000000000,1,25,201812,1,1,00,1,12,1,1,,F21,
311801403,FRIENDS FERRIDAY DELTA MUSIC MUSEUM AND FOUNDATION,% ANNA BRAKERNRIDGE,PO BOX 1733,FERRIDAY,LA,71334-1733,0000,03,3,2000,200204,1,03,000000000,1,01,201912,3,2,00,1,12,39556,23535,,T23,
311807805,DOS AMIGOS INC,% JOSEPH L LINDSAY III,200 ROBIN CT,SLIDELL,LA,70461-2049,0000,03,3,1000,200111,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,E30,
311809004,RUCKS FAMILY FOUNDATION,% WILLIAM WARD RUCKS IV,600 JEFFERSON ST STE 701 # 11,LAFAYETTE,LA,70501-8921,0000,03,3,1000,200111,1,04,000000000,1,01,201812,3,4,00,1,12,28950,132277,,T22,
314397740,AMERICAN ROSE SOCIETY,,PO BOX 30000,SHREVEPORT,LA,71130-0030,7044,03,6,2000,198306,1,16,149000000,1,01,201812,7,6,01,0,12,6276876,1484743,1139884,C420,
316630326,THE ROBERT &MYRTIS NIMS FOUNDATION,% ROBERT E NIMS,9924 DEBRA DR,RIVER RIDGE,LA,70123-1564,0000,03,3,1000,199912,1,04,000000000,2,01,201812,5,1,00,1,12,670783,5223,,T20,
320036465,LAEL CHRISTIAN FELLOWSHIP CHURCH,% GLADYS WILLIAMS,1131 NORTH SADINE DR,BATON ROUGE,LA,70810-0000,0000,03,3,7100,200305,1,10,000000000,1,01,,1,3,06,0,12,,,,X21,
320051235,ASSOCIATION OF KERALA MEDICAL GRADUATES HUMANITARIAN SERVICES,% PREM MENON MD,5217 FLANDERS DR,BATON ROUGE,LA,70808-9169,0000,03,3,1000,200305,1,16,000000000,1,01,201912,4,1,02,0,12,140554,5596,5596,Q33,
320067111,METROPOLITAN OUTREACH MINISTRIES INC,% DEBORAH H WHITE,4143 SHERWOOD ST,BATON ROUGE,LA,70805-4240,0000,03,3,1000,200402,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,X20,
320069808,LOGOS INTERNATIONAL,% BOBY M ALEX,1603 WEST AVE,MONROE,LA,71201-4576,0000,03,3,1200,200309,1,15,000000000,1,01,201912,3,4,01,0,12,60495,106490,106490,T30,
320073313,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% ROBIN BEGUE,PO BOX 1327,BOUTTE,LA,70039-1327,0000,03,3,1000,200305,1,16,000000000,1,01,201812,3,6,01,0,12,51764,2480682,57613,S82,61668 LULING-BOUTTE LIONS CLUB
320085052,HAVEN OF OPEN ARMS,% CAROL A BRIDGES,108 W MINISTER DR,SLIDELL,LA,70460-0000,0000,03,3,7000,201506,1,10,000000000,1,01,,0,0,06,0,07,,,,X20,
320085149,SOUTHERN MAGNOLIA CEMETERY CORPORATION,% NICHOLS ACCOUNTING,JB BRISTER RD,DERIDDER,LA,70634-0000,1971,03,9,7000,196901,1,10,059150001,5,01,201812,0,0,02,0,12,0,0,0,,
320092225,UNITED DAUGHTERS OF THE CONFEDERACY,% GERALDINE B RYDER,19263 CHARDONNAY AVE,BATON ROUGE,LA,70817-7670,0882,03,9,2300,196710,0,16,000000000,1,01,202008,0,0,02,0,08,0,0,0,,LA DIV DISTRICT II
320092229,GREAT-GREAT-GRANDAUGHTERS CLUB,% NORMA LYNNE DRUMMOND,1367 SHERWOOD FOREST BLVD,BATON ROUGE,LA,70815-5331,0882,03,9,2300,196710,1,16,000000000,5,01,202008,0,0,02,0,08,0,0,0,,
320093034,HUNTERS FOR THE HUNGRY A NON PROFIT CORPORATION,% DEBRA MERRITT,16347 OLD HAMMOND HWY,BATON ROUGE,LA,70816-1730,0000,03,3,1000,200404,1,15,000000000,1,01,201912,4,4,01,0,12,134535,212480,212480,P19,
320095936,LIGHTHOUSE OF LIVING WATERS CHURCH,% CHURCH BOARD,PO BOX 331,BREAUX BRIDGE,LA,70517-0331,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
320099321,AMERICAN COLLEGE OF HEALTHCARE EXECUTIVES,% TATSY JETER,9521 BROOKLINE AVE,BATON ROUGE,LA,70809-1431,4330,06,9,2000,198310,2,00,000000000,1,01,201712,0,0,02,0,12,0,0,0,S41,LOUISIANA CHAPTER OF HEALTHCARE EXE
320099434,COMFORT CORNER,% PHIL WHITE,PO BOX 533,OAK GROVE,LA,71263-0533,0000,03,3,1000,200402,1,15,000000000,1,01,201912,4,3,01,0,12,101081,71118,71118,K31,
320102647,NEW AMERICAN SOCIETY FOR ISLAMIC AWARENESS,% ARIFULLAH HASHMI,3029 EDENBORN AVE,METAIRIE,LA,70002-4720,0000,03,3,1000,200409,1,10,000000000,1,01,,2,3,06,0,12,,,,X40,NEW ASIA CENTER
